"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","Condition 5","variable","value"
"C3 2019_05_31_0003 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","Frequency (Hz)",7.08566569829241
"C3 2019_06_03_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","Frequency (Hz)",6.5410779696494
"C3 2019_06_14_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","Frequency (Hz)",9.67585873246251
"C6 2019_05_27_0005 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","Frequency (Hz)",6.93048721325109
"C1 2019_04_23_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",4.19445493058176
"C1 2019_04_30_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",3.60958706323997
"C1 2019_05_15_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",2.3995200959808
"C1 2019_06_06_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",3.70617448669483
"C1 2019_06_14_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",2.75148580233326
"C1 2019_07_03_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",5.5561729081009
"C2 2019_05_16_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",4.93193923850858
"C2 2019_06_03_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",2.26182936759251
"C3 2019_05_31_0003 Tyrode","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",3.47548048517708
"C3 2019_06_03_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",4.47687693065318
"C3 2019_06_14_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",3.55846558963775
"C6 2019_05_27_0005 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","Frequency (Hz)",4.19991600167997
"C1 2019_04_23_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.79078108362651
"C1 2019_04_30_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",1.2126881297348
"C1 2019_05_15_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.456083873864774
"C1 2019_06_06_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.786067038419097
"C1 2019_06_14_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.616361410934261
"C1 2019_07_03_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.410121933088146
"C2 2019_05_16_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.538579665003687
"C2 2019_06_03_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.437227693033407
"C3 2019_05_31_0003 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",1.01587674230361
"C3 2019_06_03_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.802566196646285
"C3 2019_06_14_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",0.368874037518888
"C6 2019_05_27_0005 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1",1.6145604837092
"C1 2019_04_23_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",1.32818223732861
"C1 2019_04_30_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",1.38710780242762
"C1 2019_05_15_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",0.778995970607334
"C1 2019_06_06_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",1.21150961843299
"C1 2019_06_14_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",0.0671751442127091
"C1 2019_07_03_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",1.17851130197757
"C2 2019_05_16_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",1.16672618895772
"C2 2019_06_03_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",1.29636243217508
"C3 2019_05_31_0003 Tyrode","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",3.11951941633505
"C3 2019_06_03_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",1.38946482503157
"C3 2019_06_14_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",0.358267435801078
"C6 2019_05_27_0005 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1",1.84437018759486
"C1 2019_04_23_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0240944444444335
"C1 2019_04_30_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0272499999999991
"C1 2019_05_15_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.00959814814814551
"C1 2019_06_06_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0224722222222267
"C1 2019_06_14_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0199722222222219
"C1 2019_07_03_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.00845555555555538
"C2 2019_05_16_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0176648148148148
"C2 2019_06_03_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0112277777777819
"C3 2019_05_31_0003 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0319259259259176
"C3 2019_06_03_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0226055555555679
"C3 2019_06_14_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.00872777777777466
"C6 2019_05_27_0005 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD2",0.0404925925926027
"C1 2019_04_23_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0450277777777764
"C1 2019_04_30_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0273425925925932
"C1 2019_05_15_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0330722222222422
"C1 2019_06_06_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0385592592592582
"C1 2019_06_14_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.00297222222222091
"C1 2019_07_03_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0211666666666653
"C2 2019_05_16_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0289481481481478
"C2 2019_06_03_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.032925925925919
"C3 2019_05_31_0003 Tyrode","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0506203703703762
"C3 2019_06_03_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0356648148148127
"C3 2019_06_14_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.00653703703703862
"C6 2019_05_27_0005 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD2",0.0349166666666657
"C1 2019_04_23_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",32.8200588085858
"C1 2019_04_30_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",44.5023166875169
"C1 2019_05_15_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",47.5179031231036
"C1 2019_06_06_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",34.9794973832903
"C1 2019_06_14_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",30.8609329535935
"C1 2019_07_03_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",48.5032509565492
"C2 2019_05_16_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",30.4888373101993
"C2 2019_06_03_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",38.9416055150839
"C3 2019_05_31_0003 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",31.8198051533697
"C3 2019_06_03_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",35.5030512155941
"C3 2019_06_14_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",42.2643709442544
"C6 2019_05_27_0005 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","SD1_SD2 Ratio",39.8729836825551
"C1 2019_04_23_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",29.4969528339491
"C1 2019_04_30_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",50.7306612469283
"C1 2019_05_15_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",23.5543884947481
"C1 2019_06_06_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",31.4194214750663
"C1 2019_06_14_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",22.6009830996131
"C1 2019_07_03_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",55.6776993060306
"C2 2019_05_16_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",40.304000897977
"C2 2019_06_03_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",39.3720873664055
"C3 2019_05_31_0003 Tyrode","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",61.6257722634254
"C3 2019_06_03_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",38.9589805035095
"C3 2019_06_14_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",54.8057833803216
"C6 2019_05_27_0005 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","SD1_SD2 Ratio",52.8220578786132
"C1 2019_04_23_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",18.5100000000006
"C1 2019_04_30_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",13.9600000000006
"C1 2019_05_15_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",20.1700000000004
"C1 2019_06_06_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",21.1799999999999
"C1 2019_06_14_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",16.6300000000001
"C1 2019_07_03_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",13.8400000000003
"C2 2019_05_16_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",13.27
"C2 2019_06_03_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",11.1699999999997
"C3 2019_05_31_0003 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",17.7900000000023
"C3 2019_06_03_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",15.1199999999997
"C3 2019_06_14_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",13.3300000000003
"C6 2019_05_27_0005 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 20 (ms)",25.3700000000004
"C1 2019_04_23_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",17.480000000001
"C1 2019_04_30_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",14.2200000000004
"C1 2019_05_15_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",18.3600000000006
"C1 2019_06_06_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",17.7300000000001
"C1 2019_06_14_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",12.9899999999996
"C1 2019_07_03_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",11.6400000000003
"C2 2019_05_16_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",12.5299999999997
"C2 2019_06_03_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",8.37999999999938
"C3 2019_05_31_0003 Tyrode","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",12.2800000000003
"C3 2019_06_03_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",11.69
"C3 2019_06_14_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",8.96999999999989
"C6 2019_05_27_0005 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 20 (ms)",23.4499999999996
"C1 2019_04_23_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",32.3800000000017
"C1 2019_04_30_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",34.5
"C1 2019_05_15_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",39.4600000000002
"C1 2019_06_06_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",46.8699999999999
"C1 2019_06_14_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",35.16
"C1 2019_07_03_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",26.7
"C2 2019_05_16_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",29.2800000000001
"C2 2019_06_03_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",29.680000000001
"C3 2019_05_31_0003 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",33.6600000000006
"C3 2019_06_03_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",28.95
"C3 2019_06_14_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",26.8200000000001
"C6 2019_05_27_0005 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 50 (ms)",44.4300000000003
"C1 2019_04_23_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",34.4900000000001
"C1 2019_04_30_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",31.9300000000005
"C1 2019_05_15_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",39.2600000000006
"C1 2019_06_06_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",44.31
"C1 2019_06_14_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",28.9299999999996
"C1 2019_07_03_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",22.94
"C2 2019_05_16_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",26.8199999999997
"C2 2019_06_03_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",20.3399999999996
"C3 2019_05_31_0003 Tyrode","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",25.6199999999997
"C3 2019_06_03_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",24.5500000000001
"C3 2019_06_14_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",23.99
"C6 2019_05_27_0005 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 50 (ms)",42.8299999999999
"C1 2019_04_23_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",50.6800000000017
"C1 2019_04_30_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",64
"C1 2019_05_15_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",54.6400000000001
"C1 2019_06_06_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",69.8099999999999
"C1 2019_06_14_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",51.6700000000001
"C1 2019_07_03_0000 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",41.8800000000001
"C2 2019_05_16_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",48.74
"C2 2019_06_03_0001 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",54.5900000000009
"C3 2019_05_31_0003 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",60.3900000000009
"C3 2019_06_03_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",51.9299999999996
"C3 2019_06_14_0002 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",39.1
"C6 2019_05_27_0005 Iso 100nM","MM_SAN_CTRL_100nM.ISO_Spont","MM","SAN","CTRL","100nM.ISO","Spont","APD 90 (ms)",69.180000000001
"C1 2019_04_23_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",63.5400000000001
"C1 2019_04_30_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",68.8000000000004
"C1 2019_05_15_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",60.9600000000006
"C1 2019_06_06_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",78.26
"C1 2019_06_14_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",49.3699999999999
"C1 2019_07_03_0000 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",44.4400000000001
"C2 2019_05_16_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",54.4499999999998
"C2 2019_06_03_0001 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",53.1399999999996
"C3 2019_05_31_0003 Tyrode","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",62.6599999999999
"C3 2019_06_03_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",50.8200000000001
"C3 2019_06_14_0002 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",40
"C6 2019_05_27_0005 Tyr","MM_SAN_CTRL_Tyr_Spont","MM","SAN","CTRL","Tyr","Spont","APD 90 (ms)",72.9099999999995
